time,V,R
13.875,0.8973023107458499,-0.8670632494777885
14.0,0.8162630871099013,-0.8785348051962123
14.125,0.7205907555589022,-0.885990164329117
14.25,0.6050129811234867,-0.8887433869251361
14.375,0.45960046370625024,-0.885870332395377
14.5,0.2688921132597365,-0.8758678290581722
14.625,0.009552266313096854,-0.856520571221209
14.75,-0.34876009417487946,-0.8242708204367043
14.875,-0.8145595878544049,-0.7748133960010095
15.0,-1.3058985542890744,-0.7052272028060995
15.125,-1.6676897928844774,-0.6183684936514338
15.25,-1.8427348244346395,-0.5216269803107286
15.375,-1.8952054853180285,-0.4223439352481669
15.5,-1.8932132785534428,-0.32404523686724795
15.625,-1.8696969682293472,-0.2284508156622437
15.75,-1.837797424445867,-0.13597666437723022
15.875,-1.8021621906792702,-0.04690432692281389
16.0,-1.7648132845736422,0.038805664279192874
16.125,-1.7260107366388002,0.12118017522285772
16.25,-1.6862212789145727,0.20009815724255026
16.375,-1.6452638042181578,0.2757524098022639
16.5,-1.6032237428733527,0.34812005975979826
16.625,-1.5598226603507728,0.4170343234843312
16.75,-1.5151965644512866,0.4827461127786667
16.875,-1.4685287148649255,0.5451578076697887
17.0,-1.4198310452243568,0.6042542119972206
17.125,-1.3687076772842903,0.6599573084281863
17.25,-1.314682828433861,0.7123666877793148
17.375,-1.2570706391428867,0.7612524031215461
17.5,-1.1949205553525792,0.8065430922773971
17.625,-1.1270036669174455,0.8481565007453835
17.75,-1.0517370842095837,0.8858357759919114
17.875,-0.9665877882936069,0.9193097940881173
18.0,-0.8681410753870313,0.9481874201860921
18.125,-0.750064954039303,0.9718484658406032
18.25,-0.6037050493219642,0.9893473987020341
18.375,-0.4136232444154034,0.9993123379687022
18.5,-0.15552475573641103,0.9995137092408133
18.625,0.2067311897161399,0.9864566584157767
18.75,0.698847262731057,0.9552221723446955
18.875,1.2537516651266767,0.9015603096096045
19.0,1.6878912517122044,0.8271450837735538
19.125,1.9033436792855798,0.7401312442070489
19.25,1.96987917163167,0.6491950797086338
19.375,1.9738622317860521,0.5588696469880164
19.5,1.9553077202669111,0.47077235295489855
19.625,1.9290682505110686,0.3854357805863553
19.75,1.8999232572550835,0.3030338542400865
19.875,1.8694983161292817,0.22359246507947284
20.0,1.8388565319481416,0.14706341841552026
