time,V,R
17.25,-1.2028824605575414,0.8241922244881298
17.375,-1.1423036613937347,0.858646268234076
17.5,-1.077851766685897,0.8882918483363818
17.625,-1.0084716760418897,0.9132368153089337
17.75,-0.9327514667798011,0.9333550415548134
17.875,-0.848805672425729,0.9484012178481589
18.0,-0.7537182971035687,0.9581586237903004
18.125,-0.6437719704629793,0.9621687382726631
18.25,-0.5126267759433295,0.959700892355997
18.375,-0.3517960773348962,0.9497387817643279
18.5,-0.1488207807319786,0.9307691131660134
18.625,0.11217896740883734,0.9004907825959626
18.75,0.44389918450519744,0.8559811653920959
18.875,0.8375313811986318,0.7942844669514305
19.0,1.2374253048603523,0.7141162978487193
19.125,1.5581431718029832,0.6181065156493182
19.25,1.7530194206860592,0.5126730100912678
19.375,1.8402690623563718,0.4044951113169076
19.5,1.8624983625316782,0.2982142333851165
19.625,1.8518137871989362,0.19623200179502254
19.75,1.825863334268728,0.09962291231114778
19.875,1.7928703416951346,0.008636991706954754
20.0,1.7567819585330795,-0.07667349776881208
